Movie,Month,Day,Year,Budget,Domestic_Gross,Worldwide_Gross
No Escape,Aug,26,2015,5,27.288872,42.844516
War Room,Aug,28,2015,3,67.790117,73.975239
We Are Your Friends,Aug,28,2015,2,3.591417,10.166209
Que Horas Ela Volta?,Aug,28,2015,1.2,0.376976,3.048209
Windsor Drive,Aug,28,2015,0.85,0.003256,0.003256
Grace of Monaco,Dec,1,2015,30,0,25.199891
Dutch Kills,Dec,1,2015,0.025,0,0
Krampus,Dec,4,2015,15,42.725475,61.788393
Amidst the Devil's Wings,Dec,8,2015,0.3,0,0
The Big Short,Dec,11,2015,28,70.25987,133.162752
In the Heart of the Sea,Dec,11,2015,100,25.020758,90.420758
O Menino e o Mundo,Dec,11,2015,0.5,0.129479,0.270394
American Hero,Dec,11,2015,1,0,0.000026
Star Wars Ep. VII: The Force Awakens,Dec,18,2015,306,936.662225,2058.662225
Alvin and the Chipmunks: The Road Chip,Dec,18,2015,90,85.886987,249.52043
Sisters,Dec,18,2015,30,87.044645,106.03066
Saul fia,Dec,18,2015,1.7,1.777043,9.696537
The Brain That Wouldn't Die,Dec,22,2015,0.06,0,0
The Revenant,Dec,25,2015,135,183.637894,532.950503
The Hateful Eight,Dec,25,2015,62,54.117416,145.44336
Point Break,Dec,25,2015,100,28.782481,128.131571
Joy,Dec,25,2015,60,56.451232,101.134059
Concussion,Dec,25,2015,35,34.531832,50.36379
Anomalisa,Dec,30,2015,8,3.759286,5.531455
Sardaar Ji,Dec,31,2015,2.7,0,8.2
Chiamatemi Francesco - Il papa della gente,Dec,31,2015,15,0,3.454036
ГЕРОЙ,Dec,31,2015,7,0,1.39141
Pourquoi j'ai pas mangé mon père,Dec,31,2015,42,0,0.182156
Lumea e a mea,Dec,31,2015,0.168,0,0.029827
Karachi se Lahore,Dec,31,2015,1,0,0.017721
Vaalu,Dec,31,2015,1.9,0,0.012444
Julija in alfa Romeo,Dec,31,2015,0.56,0,0.008462
"To Be Frank, Sinatra at 100",Dec,31,2015,2,0,0.000926
Lunchtime Heroes,Dec,31,2015,0.1,0,0
Romantic Schemer,Dec,31,2015,0.125,0,0
Escaping the Holocost,Dec,31,2015,0.15,0,0
11-Apr,Dec,31,2015,0.25,0,0
Shooting the Warwicks,Dec,31,2015,0.25,0,0
Walking to Paris,Dec,31,2015,0.3,0,0
UnDivided,Feb,3,2015,0.25,0,0
The SpongeBob Movie: Sponge Out of Water,Feb,6,2015,74,162.994032,311.594032
Jupiter Ascending,Feb,6,2015,179,47.482519,181.982519
Seventh Son,Feb,6,2015,95,17.725785,111.125785
Fifty Shades of Grey,Feb,13,2015,40,166.16723,570.998101
Kingsman: The Secret Service,Feb,13,2015,94,128.261724,404.561724
The Last Five Years,Feb,13,2015,2,0.147299,0.147299
Hits,Feb,13,2015,1,0.015156,0.015156
"McFarland, USA",Feb,20,2015,17,44.480275,45.707924
The DUFF,Feb,20,2015,8.5,34.030343,43.528634
Hot Tub Time Machine 2,Feb,20,2015,14,12.314651,12.452601
Outside Bet,Feb,24,2015,7.5,0,0.013524
Give Me Shelter,Feb,24,2015,0.25,0,0
Focus,Feb,27,2015,65,53.862963,159.062963
The Lazarus Effect,Feb,27,2015,5,25.80157,35.341814
Praia do Futuro,Feb,27,2015,4,0.02062,0.760678
Butterfly Girl,Feb,27,2015,0.18,0.017503,0.017503
Taken 3,Jan,9,2015,48,89.256424,327.656424
Selma,Jan,9,2015,20,52.076908,66.776908
Black November,Jan,9,2015,7.5,0,0.032572
Paddington,Jan,16,2015,55,76.223578,259.54143
Paddington,Jan,16,2015,55,76.223578,259.54143
The Wedding Ringer,Jan,16,2015,23,64.460211,80.171596
Still Alice,Jan,16,2015,5,18.6564,41.699612
Blackhat,Jan,16,2015,70,8.00598,19.665004
The Opposite Sex,Jan,20,2015,3.3,0,0.040262
Veronika Decides to Die,Jan,20,2015,9,0,0.002243
The Boy Next Door,Jan,23,2015,4,36.006065,53.401938
Mortdecai,Jan,23,2015,60,7.696134,30.396134
Mommy,Jan,23,2015,4.9,3.498695,17.5611
Song One,Jan,23,2015,6,0.032251,0.437089
R100,Jan,23,2015,5.5,0.024956,0.024956
Project Almanac,Jan,30,2015,12,22.348241,32.909437
Black or White,Jan,30,2015,9,21.571189,21.571189
"Guten Tag, Ramon",Jan,30,2015,4,0.154356,4.854356
Wild Card,Jan,30,2015,30,0.0032,0.929157
Above and Beyond,Jan,30,2015,1.3,0.288751,0.288751
Trudno byt bogom,Jan,30,2015,7,0.031443,0.035919
Terminator: Genisys,Jul,1,2015,155,89.760956,440.160956
Magic Mike XXL,Jul,1,2015,14.5,66.013057,123.70946
Tiger Orange,Jul,7,2015,0.1,0,0
Minions,Jul,10,2015,74,336.04577,1167.245366
The Gallows,Jul,10,2015,0.1,22.76441,41.753881
Self/Less,Jul,10,2015,26,12.279691,33.713827
Baahubali: The Beginning,Jul,10,2015,40,6.738,26.736665
Strangerland,Jul,10,2015,10,0.017472,0.161097
Ant-Man,Jul,17,2015,130,180.202163,519.338048
Trainwreck,Jul,17,2015,35,110.2127,141.123897
Dawn of the Crescent Moon,Jul,17,2015,0.075,0.008799,0.008799
Pixels,Jul,24,2015,90,78.765986,244.144701
Southpaw,Jul,24,2015,30,52.421953,94.207861
Paper Towns,Jul,24,2015,12,32.000304,85.5123
The Vatican Tapes,Jul,24,2015,13,1.784763,14.999638
Vacation,Jul,29,2015,31,58.884188,100.655892
Mission: Impossible—Rogue Nation,Jul,31,2015,150,195.042377,700.868363
The Young and Prodigious T.S. Spivet,Jul,31,2015,33,0.176847,0.357687
Beyond the Brick: A LEGO Brickumentary,Jul,31,2015,1,0.101531,0.101531
Counting,Jul,31,2015,0.05,0.008374,0.008374
Entourage,Jun,3,2015,30,32.363404,46.225326
Spy!,Jun,5,2015,65,110.825712,233.125712
Insidious Chapter 3,Jun,5,2015,10,52.218558,120.678444
Freedom,Jun,5,2015,14.5,0,0.812783
United Passions,Jun,5,2015,30,0.000918,0.168832
Jurassic World,Jun,12,2015,215,652.270625,1671.713208
Me and Earl and the Dying Girl,Jun,12,2015,8,6.758416,9.26618
Inside Out,Jun,19,2015,175,356.461711,853.707581
Dope,Jun,19,2015,7,17.50647,18.190831
The Overnight,Jun,19,2015,0.2,1.109808,1.165996
Manglehorn,Jun,19,2015,4,0.13227,0.797439
Ted 2,Jun,26,2015,68,81.476385,217.214143
Max,Jun,26,2015,20,42.656255,43.658157
Escobar: Paradise Lost,Jun,26,2015,17,0.195792,1.973945
Viy,Jun,30,2015,26,0,34.24677
Chappie,Mar,6,2015,49,31.569268,105.002056
The Second Best Exotic Marigold Hotel,Mar,6,2015,10,33.078266,90.384306
Unfinished Business,Mar,6,2015,35,10.219501,12.819501
Road Hard,Mar,6,2015,1.5,0.113169,0.113169
Jungle Shuffle,Mar,10,2015,10,0,0.314073
Red Sky,Mar,10,2015,25,0,0.091116
Teeth and Blood,Mar,10,2015,0.3,0,0
Cinderella,Mar,13,2015,95,201.151353,534.551353
Run All Night,Mar,13,2015,50,26.461644,66.961644
It Follows,Mar,13,2015,2,14.674077,23.250755
Hross i oss,Mar,13,2015,10,0.011894,0.011894
The Lovers,Mar,13,2015,35,0,0.011106
Accidental Love,Mar,17,2015,26,0,0.135436
Closure,Mar,17,2015,0.1,0,0
The Divergent Series: Insurgent,Mar,20,2015,110,130.179072,295.279072
Do You Believe?,Mar,20,2015,2.3,12.9856,14.30545
The Gunman,Mar,20,2015,40,10.664749,13.644292
Danny Collins,Mar,20,2015,10,5.637066,7.501132
Along the Roadside,Mar,24,2015,0.25,0,0.003234
Open Secret,Mar,25,2015,0.1,0,0
Home,Mar,27,2015,130,177.39751,386.06939
Get Hard,Mar,27,2015,40,90.411453,106.511453
While We're Young,Mar,27,2015,10,7.582065,13.423176
Viskningar och rop,Mar,31,2015,0.4,0,0.0094
Avengers: Age of Ultron,May,1,2015,330.6,459.005868,1408.218722
A Few Best Men,May,5,2015,15,0,17.224539
Miss Julie,May,5,2015,5.5,0,0.863895
La famille Bélier,May,8,2015,11,0,82.43867
Hot Pursuit,May,8,2015,35,34.580201,45.680201
Maggie,May,8,2015,4.5,0.187112,0.597989
Skin Trade,May,8,2015,9,0.001242,0.001242
Mad Max: Fury Road,May,15,2015,150,153.636354,370.742166
Pitch Perfect 2,May,15,2015,29,184.29623,287.641616
Area 51,May,15,2015,5,0.007556,0.007556
Childless,May,15,2015,1,0.001036,0.001036
Family Motocross,May,19,2015,0.01,0,0
Tomorrowland,May,22,2015,170,93.436322,207.283457
Poltergeist,May,22,2015,35,47.425125,95.825125
Aloft,May,22,2015,8,0.053086,0.053086
Drunk Wedding,May,22,2015,0.6,0.003301,0.003301
San Andreas,May,29,2015,110,155.190832,467.15116
Aloha,May,29,2015,37,21.05203,24.935799
Survivor,May,29,2015,20,0,0.774905
Brooklyn,Nov,4,2015,11,38.322743,62.076141
Spectre,Nov,6,2015,300,200.074175,879.620923
The Peanuts Movie,Nov,6,2015,99,130.178411,250.474038
Spotlight,Nov,6,2015,20,45.055776,92.217729
The Night Visitor,Nov,10,2015,0.1,0,0
Perfect Cowboy,Nov,10,2015,0.2,0,0
10 Days in a Madhouse,Nov,11,2015,12,0.014616,0.014616
Love the Coopers,Nov,13,2015,18,26.302731,42.167286
The 33,Nov,13,2015,25,12.227722,28.400715
By the Sea,Nov,13,2015,20,0.53846,3.727746
Heist,Nov,13,2015,8.9,0.050136,3.324184
My All-American,Nov,13,2015,20,2.246,2.246
The Hunger Games: Mockingjay - Part 2,Nov,20,2015,160,281.723902,650.523427
The Night Before,Nov,20,2015,25,43.035725,52.427346
Carol,Nov,20,2015,11.8,12.711491,43.244956
Legend,Nov,20,2015,25,1.872994,42.642077
Secret in Their Eyes,Nov,20,2015,20,20.180155,30.808558
Criminal Activities,Nov,20,2015,7,0,0.386744
Siakh lokhamim: ha'slilim ha'gnouzim,Nov,20,2015,0.45,0.04126,0.042503
The Good Dinosaur,Nov,25,2015,187.5,123.08712,334.342692
Creed,Nov,25,2015,37,109.767581,173.567581
Victor Frankenstein,Nov,25,2015,40,5.775076,33.175076
The Martian,Oct,2,2015,108,228.433663,663.851905
Shanghai,Oct,2,2015,50,0.046425,15.505922
Freeheld,Oct,2,2015,7,0.546201,1.732228
Pan,Oct,9,2015,150,35.08832,151.550856
Steve Jobs,Oct,9,2015,30,17.766658,35.579007
Trash,Oct,9,2015,12,0.017484,6.553186
Western Religion,Oct,9,2015,0.25,0,0
Bridge of Spies,Oct,16,2015,40,72.313754,162.610473
Goosebumps,Oct,16,2015,58,80.069458,158.905324
Crimson Peak,Oct,16,2015,55,31.09032,75.466595
Crimson Peak,Oct,16,2015,55,31.09032,75.466595
Room,Oct,16,2015,13,14.677674,36.262783
Nie yin niang,Oct,16,2015,15,0.632542,6.832542
Rotor DR1,Oct,20,2015,0.35,0,0
The Last Witch Hunter,Oct,23,2015,80,27.36766,131.234406
Paranormal Activity: The Ghost Dimension,Oct,23,2015,10,18.297124,78.096553
Suffragette,Oct,23,2015,14,4.70242,34.044909
Jem and the Holograms,Oct,23,2015,5,2.18464,2.368937
Bone Tomahawk,Oct,23,2015,2,0,0.481525
The Looking Glass,Oct,23,2015,0.3,0.001711,0.001711
Burnt,Oct,30,2015,20,13.651946,32.632668
Scouts Guide to the Zombie Apocalypse,Oct,30,2015,15,3.703046,15.554855
Regression,Oct,30,2015,20,0.055039,14.883495
Our Brand is Crisis,Oct,30,2015,28,7.002261,8.592432
Freaks of Nature,Oct,30,2015,33,0.070958,0.070958
Backmask,Sep,1,2015,0.025,0,0.428923
Broken Horses,Sep,1,2015,15,0,0.003471
"Run, Hide, Die",Sep,1,2015,0.05,0,0
Tian jiang xiong shi,Sep,4,2015,65,0.07407,122.519874
The Transporter Refueled,Sep,4,2015,22,16.02967,69.698495
Before We Go,Sep,4,2015,3,0.037151,0.483938
Heroes of Dirt,Sep,4,2015,0.175,0,0
The Visit,Sep,11,2015,5,65.206105,98.689296
The Perfect Guy,Sep,11,2015,18,57.027435,60.274336
90 Minutes in Heaven,Sep,11,2015,5,4.816142,4.816142
Maze Runner: The Scorch Trials,Sep,18,2015,61,81.697192,310.697192
Everest,Sep,18,2015,65,43.48227,221.835496
Black Mass,Sep,18,2015,53,62.575678,98.837872
Black Mass,Sep,18,2015,53,62.575678,98.837872
Sicario,Sep,18,2015,30,46.889293,84.448946
Captive,Sep,18,2015,2,2.583301,2.791973
La navaja de Don Juan,Sep,18,2015,1.2,0.004254,0.004254
Hotel Transylvania 2,Sep,25,2015,80,169.70011,470.751398
The Intern,Sep,25,2015,40,75.764672,197.232734
The Green Inferno,Sep,25,2015,1,7.192291,12.931569
"Me, You and Five Bucks",Sep,28,2015,1.5,0.002105,0.002105
A Plague So Pleasant,Sep,29,2015,0.0014,0,0
Signed Sealed Delivered,Sep,29,2015,0.005,0,0
Queen Crab,Sep,29,2015,0.075,0,0
Theresa Is a Mother,Sep,29,2015,0.2,0,0
The Walk,Sep,30,2015,35,10.161183,61.197045
God’s Not Dead 2,Apr,1,2016,5,20.773069,23.565072
Meet the Blacks,Apr,1,2016,0.9,9.097072,9.097072
The Boss,Apr,8,2016,29,63.07756,78.652395
The Invitation,Apr,8,2016,1,0.231738,0.354836
The Jungle Book,Apr,15,2016,175,364.001123,963.901123
Barbershop: The Next Cut,Apr,15,2016,20,54.030051,54.404202
Criminal,Apr,15,2016,31.5,14.708696,38.771262
Green Room,Apr,15,2016,5,3.220371,3.807503
I Am Wrath,Apr,15,2016,18,0,0.309608
The Huntsman: Winter’s War,Apr,22,2016,115,48.003015,165.149302
A Hologram for the King,Apr,22,2016,35,4.212494,11.848058
Compadres,Apr,22,2016,3,3.127773,7.445044
The Meddler,Apr,22,2016,3.2,4.267219,5.526942
Unsullied,Apr,22,2016,1.5,0.510957,0.510957
Keanu,Apr,29,2016,15,20.591853,20.688141
Ratchet and Clank,Apr,29,2016,20,8.81341,11.81341
Suicide Squad,Aug,5,2016,175,325.100054,746.100054
Operation Chromite,Aug,5,2016,12.7,1.02272,49.196532
Sausage Party,Aug,12,2016,19,97.670358,141.354394
Pete’s Dragon,Aug,12,2016,65,76.233151,137.768975
Florence Foster Jenkins,Aug,12,2016,29,27.38377,56.017691
Hell or High Water,Aug,12,2016,12,27.007844,37.584304
Ben-Hur,Aug,19,2016,95,26.410477,88.7251
Kubo and the Two Strings,Aug,19,2016,55,48.023088,77.548564
Kubo and the Two Strings,Aug,19,2016,55,48.023088,77.548564
Don’t Breathe,Aug,26,2016,10,89.217875,159.047649
Hands of Stone,Aug,26,2016,20,4.712792,5.032013
Greater,Aug,26,2016,9,2.000093,2.000093
Jackie,Dec,2,2016,9,13.960394,25.969736
Oddball,Dec,6,2016,7,0,10.237229
La La Land,Dec,9,2016,20,151.101803,431.286372
Office Christmas Party,Dec,9,2016,45,54.767494,91.342494
Rogue One: A Star Wars Story,Dec,16,2016,200,532.177324,1050.988488
Collateral Beauty,Dec,16,2016,36,31.016021,85.31507
Sing,Dec,21,2016,75,270.329045,634.28774
Passengers,Dec,21,2016,110,100.014699,302.212434
Assassin’s Creed,Dec,21,2016,125,54.647948,240.497948
Patriots Day,Dec,21,2016,40,31.886361,52.461361
Why Him?,Dec,23,2016,38,60.323786,117.523786
Silence,Dec,23,2016,46.5,7.100177,16.152151
Hidden Figures,Dec,25,2016,25,169.607287,231.800856
Live by Night,Dec,25,2016,65,10.378555,21.778555
Paterson,Dec,28,2016,5,2.141423,10.762654
Airlift (2016),Dec,31,2016,4.4,0,9.969237
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,Feb,5,2016,60,0.709982,194.058503
"Hail, Caesar!",Feb,5,2016,22,30.080225,64.171419
Pride and Prejudice and Zombies,Feb,5,2016,28,10.907291,16.311335
Misconduct,Feb,5,2016,11,0,2.352511
Deadpool,Feb,12,2016,58,363.070709,801.029249
The Little Prince,Feb,12,2016,77.5,1.311213,103.529508
How to be Single,Feb,12,2016,37,46.843513,99.595932
Zoolander 2,Feb,12,2016,50,28.848693,55.348693
Mei Ren Yu,Feb,19,2016,60.72,3.229457,552.198479
Risen,Feb,19,2016,20,36.880033,46.255763
The Witch,Feb,19,2016,3.5,25.138705,40.45452
Race,Feb,19,2016,5,19.115191,22.178125
Gods of Egypt,Feb,26,2016,140,31.153464,133.553464
Eddie the Eagle,Feb,26,2016,23,15.789389,45.121177
Triple 9,Feb,26,2016,20,12.639297,25.943792
The Forest,Jan,8,2016,10,26.594261,40.579218
The Masked Saint,Jan,8,2016,3.5,0.182695,0.182695
Ride Along 2,Jan,15,2016,40,90.862685,124.827316
Norm of the North,Jan,15,2016,18,17.062499,27.392195
Zhuo yao ji,Jan,22,2016,56,0.032766,386.152042
Zhuo yao ji,Jan,22,2016,56,0.032766,386.152042
Yip Man 3,Jan,22,2016,36,2.679437,156.835197
The 5th Wave,Jan,22,2016,38,34.912982,111.336398
Dirty Grandpa,Jan,22,2016,11.5,35.593113,105.24141
The Boy,Jan,22,2016,10,35.819556,68.220952
Kung Fu Panda 3,Jan,29,2016,140,143.528619,518.614383
The Finest Hours,Jan,29,2016,70,27.569558,49.252761
Fifty Shades of Black,Jan,29,2016,5,11.68694,20.765353
Jane Got a Gun,Jan,29,2016,25,1.513793,3.771345
The Legend of Tarzan,Jul,1,2016,180,126.643061,349.143061
The BFG,Jul,1,2016,140,55.48377,199.905224
The Purge: Election Year,Jul,1,2016,10,79.04244,118.557124
The Secret Life of Pets,Jul,8,2016,75,368.38433,875.952759
Mike and Dave Need Wedding Dates,Jul,8,2016,33,46.009673,75.909673
The Infiltrator,Jul,13,2016,47.5,15.436808,18.329653
Ghostbusters,Jul,15,2016,144,128.350574,229.03405
Hillary’s America: The Secret History of the Democratic Party,Jul,15,2016,5,13.099931,13.099931
Ice Age: Collision Course,Jul,22,2016,105,64.063008,403.841637
Star Trek Beyond,Jul,22,2016,185,158.84834,336.398312
Lights Out,Jul,22,2016,5,67.268835,148.868835
Don’t Think Twice,Jul,22,2016,3,4.417983,4.417983
Nerve,Jul,27,2016,20,38.583626,61.680792
Jason Bourne,Jul,29,2016,120,162.19292,416.197059
Bad Moms,Jul,29,2016,20,113.257297,181.457297
Teenage Mutant Ninja Turtles: Out of the Shadows,Jun,3,2016,135,82.051601,245.623848
Me Before You,Jun,3,2016,20,56.245075,205.445075
Popstar: Never Stop Never Stopping,Jun,3,2016,20,9.49613,9.53712
The Fits,Jun,3,2016,0.17,0.166425,0.169242
Time to Choose,Jun,3,2016,3.5,0.029233,0.029233
Warcraft,Jun,10,2016,160,47.225655,433.125655
Now You See Me 2,Jun,10,2016,90,65.07554,328.67554
The Conjuring 2: The Enfield Poltergeist,Jun,10,2016,40,102.470008,311.270008
Genius,Jun,10,2016,17,1.361045,5.653176
Finding Dory,Jun,17,2016,200,486.295561,1022.617376
Independence Day: Resurgence,Jun,24,2016,165,103.144286,387.644286
The Shallows,Jun,24,2016,13,55.121623,118.888025
Hunt for the Wilderpeople,Jun,24,2016,2.5,5.205471,23.23822
Free State of Jones,Jun,24,2016,50,20.810036,23.151917
Swiss Army Man,Jun,24,2016,3,4.210454,5.837111
The Neon Demon,Jun,24,2016,7.5,1.333124,3.559803
Zootopia,Mar,4,2016,150,341.268248,1019.920974
London Has Fallen,Mar,4,2016,60,62.52426,193.857962
Whiskey Tango Foxtrot,Mar,4,2016,35,23.083334,24.915969
They Will Have to Kill Us First,Mar,4,2016,0.6,0,0.007943
Savva. Serdtse voyna,Mar,8,2016,30,0,1.841369
10 Cloverfield Lane,Mar,11,2016,5,72.082999,108.286422
Eye in the Sky,Mar,11,2016,13,18.704596,34.916128
The Brothers Grimsby,Mar,11,2016,35,6.864016,28.721408
The Perfect Match,Mar,11,2016,5,9.669521,9.669521
The Young Messiah,Mar,11,2016,16.8,6.469813,7.313697
Creative Control,Mar,11,2016,1,0.063014,0.063014
Miracles from Heaven,Mar,16,2016,13,61.705123,73.79872
The Divergent Series: Allegiant,Mar,18,2016,110,66.184051,171.484051
Midnight Special,Mar,18,2016,18,3.712282,7.68025
Batman v Superman: Dawn of Justice,Mar,25,2016,250,330.360194,868.160194
My Big Fat Greek Wedding 2,Mar,25,2016,18,59.689605,91.651878
The Lobster,Mar,25,2016,4.5,9.196278,18.053914
Everybody Wants Some,Mar,30,2016,10,3.400278,5.437126
Captain America: Civil War,May,6,2016,250,408.084349,1153.304495
Dheepan,May,6,2016,9,0.248795,7.714549
Money Monster,May,13,2016,27,41.012075,93.469699
The Darkness,May,13,2016,4,10.753574,10.898293
The Angry Birds Movie,May,20,2016,73,107.509366,352.829528
Neighbors 2: Sorority Rising,May,20,2016,35,55.34073,108.758521
Une Femme Mariée,May,24,2016,0.12,0,0
X-Men: Apocalypse,May,27,2016,178,155.442489,542.742489
Alice Through the Looking Glass,May,27,2016,170,77.042381,277.442381
Reign of Assassins,Nov,1,2016,14,0,11.35423
Doctor Strange,Nov,4,2016,165,232.64192,677.54192
Trolls,Nov,4,2016,125,153.707064,344.780046
Hacksaw Ridge,Nov,4,2016,40,67.209615,158.701644
Loving,Nov,4,2016,9,7.710234,12.927162
Arrival,Nov,11,2016,47,100.546139,203.178872
Almost Christmas,Nov,11,2016,17,42.065185,42.493506
Billy Lynn’s Long Halftime Walk,Nov,11,2016,40,1.738477,25.863458
Shut In,Nov,11,2016,10,6.900335,11.361962
USS Indianapolis: Men of Courage,Nov,11,2016,40,0,1.641255
Fantastic Beasts and Where to Find Them,Nov,18,2016,180,234.037575,803.798342
Manchester by the Sea,Nov,18,2016,8.5,47.695371,77.761947
Nocturnal Animals,Nov,18,2016,22.5,10.663357,31.151819
The Edge of Seventeen,Nov,18,2016,9,14.431633,18.802255
A Street Cat Named Bob,Nov,18,2016,8,0.082703,8.370555
Bleed for This,Nov,18,2016,16,5.083906,6.248077
The History of Love,Nov,18,2016,20,0,0.09369
Moana,Nov,23,2016,150,248.757044,639.537208
Rules Don’t Apply,Nov,23,2016,26.7,3.652206,3.871448
Lion,Nov,25,2016,12,51.739495,147.539495
Miss Sloane,Nov,25,2016,18,3.500605,5.91187
The Girl on the Train,Oct,7,2016,45,75.395035,170.32793
Middle School: The Worst Years of My Life,Oct,7,2016,8.5,20.007149,23.311425
The Birth of a Nation,Oct,7,2016,10,15.861566,16.847879
The Accountant,Oct,14,2016,40,86.260045,153.060045
Kevin Hart: What Now?,Oct,14,2016,10,23.591043,23.591043
Mi America,Oct,16,2016,2.1,0.00333,0.00333
Jack Reacher: Never Go Back,Oct,21,2016,60,58.697076,160.038407
Ouija: Origin of Evil,Oct,21,2016,9,35.144505,81.831866
Tyler Perry’s Boo! A Madea Halloween,Oct,21,2016,20,73.206343,73.206343
Moonlight,Oct,21,2016,1.5,27.854931,65.339156
I’m Not Ashamed,Oct,21,2016,1.5,2.08298,2.08298
Inferno,Oct,28,2016,75,34.343574,219.561188
The Light Between Oceans,Sep,2,2016,20,12.545979,19.45078
Morgan,Sep,2,2016,8,3.915251,7.315248
Yoga Hosers,Sep,2,2016,5,0,0.002199
Sully,Sep,9,2016,60,125.070033,238.552082
When the Bough Breaks,Sep,9,2016,10,29.747603,30.629507
Kicks,Sep,9,2016,10,0.150191,0.150191
Bridget Jones’s Baby,Sep,16,2016,35,24.139805,203.555567
Blair Witch,Sep,16,2016,10,20.777061,37.493221
Snowden,Sep,16,2016,50,21.587519,34.30195
Storks,Sep,23,2016,70,72.679278,174.102281
The Magnificent Seven,Sep,23,2016,90,93.432655,162.526238
The Dressmaker,Sep,23,2016,11.9,2.022115,24.041617
Miss Peregrine’s Home for Peculiar Children,Sep,30,2016,110,87.242834,296.642834
Deepwater Horizon,Sep,30,2016,156,61.433527,122.931214
Smurfs: The Lost Village,Apr,7,2017,60,45.020282,197.268034
Going in Style,Apr,7,2017,24,45.018541,78.714211
The Fate of the Furious,Apr,14,2017,250,225.764765,1237.466026
Queen of the Desert,Apr,14,2017,36,0,1.480089
Unforgettable,Apr,21,2017,12,11.368012,15.668012
The Promise,Apr,21,2017,90,8.224288,10.524093
Free Fire,Apr,21,2017,10,1.799322,3.793739
Baahubali 2: The Conclusion,Apr,28,2017,30,18.985794,263.585794
Jìyì dàshī,Apr,28,2017,20,0.58747,43.326383
The Circle,Apr,28,2017,18,20.497844,40.651864
The Dark Tower,Aug,4,2017,60,50.701325,113.018076
Annabelle: Creation,Aug,11,2017,15,102.092201,305.492201
